row_idx	col_idx	log2ratio
1762945_s_at	con1030	0
1762118_s_at	con1030	-1
1759080_s_at	con1030	-3
1763410_s_at	con1030	0
1762819_s_at	con1036	0
1761222_s_at	con1036	0
1761030_s_at	con1036	0
1759540_s_at	con1036	0
1763146_s_at	con1036	0
1759828_s_at	con1036	0
1761884_s_at	con1036	0
1761553_s_at	con1036	0
1762701_s_at	con1036	0
1761189_s_at	con1036	0
1759302_s_at	con1036	-1
1759829_s_at	con1036	0
1763491_s_at	con1036	0
1762633_s_at	con1036	1
1761245_s_at	con1036	0
1761277_s_at	con1036	0
1763426_s_at	con1036	0
1759781_s_at	con1036	0
1760088_s_at	con1036	0
1759906_s_at	con1036	-1
1763132_s_at	con1036	0
1761160_s_at	con1036	0
1761128_at	con1036	0
1763490_s_at	con1036	0
1761620_s_at	con1036	0
1760516_s_at	con1036	0
1761944_s_at	con1036	0
1763198_s_at	con1036	0
1761873_s_at	con1036	0
1759502_s_at	con1036	-1
1762151_s_at	con1036	0
1760453_s_at	con1036	0
1760164_s_at	con1036	0
1762105_s_at	con1036	0
1760894_s_at	con1036	0
1761434_s_at	con1036	0
1762880_s_at	con1036	0
1760951_s_at	con1036	0
1762787_s_at	con1036	0
1763138_s_at	con1036	0
1761145_s_at	con1036	0
1762983_s_at	con1036	0
1762401_s_at	con1036	0
1760594_s_at	con1036	0
1762388_s_at	con1036	0
1763383_at	con1036	0
1762945_s_at	con1036	0
1762118_s_at	con1036	0
1759080_s_at	con1036	-1
1763410_s_at	con1036	0
1762819_s_at	con133	0
1761222_s_at	con133	0
1761030_s_at	con133	0
1759540_s_at	con133	0
1763146_s_at	con133	0
1759828_s_at	con133	0
1761884_s_at	con133	-1
1761553_s_at	con133	0
1762701_s_at	con133	0
1761189_s_at	con133	0
1759302_s_at	con133	0
1759829_s_at	con133	0
1763491_s_at	con133	0
1762633_s_at	con133	1
1761245_s_at	con133	0
1761277_s_at	con133	0
1763426_s_at	con133	0
1759781_s_at	con133	0
1760088_s_at	con133	0
1759906_s_at	con133	0
1763132_s_at	con133	0
1761160_s_at	con133	0
1761128_at	con133	0
1763490_s_at	con133	0
1761620_s_at	con133	0
1760516_s_at	con133	0
1761944_s_at	con133	0
1763198_s_at	con133	0
1761873_s_at	con133	0
1759502_s_at	con133	0
1762151_s_at	con133	0
1760453_s_at	con133	0
1760164_s_at	con133	0
1762105_s_at	con133	0
1760894_s_at	con133	0
1761434_s_at	con133	0
1762880_s_at	con133	0
1760951_s_at	con133	0
1762787_s_at	con133	0
1763138_s_at	con133	0
1761145_s_at	con133	0
1762983_s_at	con133	0
1762401_s_at	con133	0
1760594_s_at	con133	0
1762388_s_at	con133	-1
1763383_at	con133	0
1762945_s_at	con133	0
1762118_s_at	con133	0
1759080_s_at	con133	0
1763410_s_at	con133	0
1762819_s_at	con129	0
1761222_s_at	con129	0
1761030_s_at	con129	0
1759540_s_at	con129	0
1763146_s_at	con129	1
1759828_s_at	con129	0
1761884_s_at	con129	0
1761553_s_at	con129	0
1762701_s_at	con129	1
1761189_s_at	con129	0
1759302_s_at	con129	0
1759829_s_at	con129	0
1763491_s_at	con129	0
1762633_s_at	con129	0
1761245_s_at	con129	0
1761277_s_at	con129	0
1763426_s_at	con129	0
1759781_s_at	con129	1
1760088_s_at	con129	0
1759906_s_at	con129	0
1763132_s_at	con129	0
1761160_s_at	con129	0
1761128_at	con129	-1
1763490_s_at	con129	0
1761620_s_at	con129	0
1760516_s_at	con129	0
1761944_s_at	con129	0
1763198_s_at	con129	0
1761873_s_at	con129	1
1759502_s_at	con129	0
1762151_s_at	con129	0
1760453_s_at	con129	0
1760164_s_at	con129	0
1762105_s_at	con129	0
1760894_s_at	con129	0
1761434_s_at	con129	1
1762880_s_at	con129	0
1760951_s_at	con129	0
1762787_s_at	con129	0
1763138_s_at	con129	-1
1761145_s_at	con129	0
1762983_s_at	con129	0
1762401_s_at	con129	0
1760594_s_at	con129	0
1762388_s_at	con129	1
1763383_at	con129	0
1762945_s_at	con129	0
1762118_s_at	con129	0
1759080_s_at	con129	-1
1763410_s_at	con129	0
1762819_s_at	con1039	0
1761222_s_at	con1039	0
1761030_s_at	con1039	0
1759540_s_at	con1039	0
1763146_s_at	con1039	0
1759828_s_at	con1039	0
1761884_s_at	con1039	-1
1761553_s_at	con1039	1
1762701_s_at	con1039	0
1761189_s_at	con1039	0
1759302_s_at	con1039	0
1759829_s_at	con1039	0
1763491_s_at	con1039	0
1762633_s_at	con1039	0
1761245_s_at	con1039	0
1761277_s_at	con1039	0
1763426_s_at	con1039	0
1759781_s_at	con1039	0
1760088_s_at	con1039	0
1759906_s_at	con1039	0
1763132_s_at	con1039	0
1761160_s_at	con1039	0
1761128_at	con1039	0
1763490_s_at	con1039	0
1761620_s_at	con1039	0
1760516_s_at	con1039	-2
1761944_s_at	con1039	0
1763198_s_at	con1039	0
1761873_s_at	con1039	0
1759502_s_at	con1039	0
1762151_s_at	con1039	0
1760453_s_at	con1039	0
1760164_s_at	con1039	0
1762105_s_at	con1039	0
1760894_s_at	con1039	0
1761434_s_at	con1039	0
1762880_s_at	con1039	0
1760951_s_at	con1039	0
1762787_s_at	con1039	0
1763138_s_at	con1039	0
1761145_s_at	con1039	0
1762983_s_at	con1039	0
1762401_s_at	con1039	0
1760594_s_at	con1039	0
1762388_s_at	con1039	-1
1763383_at	con1039	0
1762945_s_at	con1039	0
1762118_s_at	con1039	0
1759080_s_at	con1039	0
1763410_s_at	con1039	0
1762819_s_at	con1040	0
1761222_s_at	con1040	0
1761030_s_at	con1040	0
1759540_s_at	con1040	0
1763146_s_at	con1040	0
1759828_s_at	con1040	0
1761884_s_at	con1040	-1
1761553_s_at	con1040	2
1762701_s_at	con1040	0
1761189_s_at	con1040	0
1759302_s_at	con1040	0
1759829_s_at	con1040	0
1763491_s_at	con1040	0
1762633_s_at	con1040	0
1761245_s_at	con1040	0
1761277_s_at	con1040	1
1763426_s_at	con1040	0
1759781_s_at	con1040	0
1760088_s_at	con1040	0
1759906_s_at	con1040	0
1763132_s_at	con1040	0
1761160_s_at	con1040	0
1761128_at	con1040	0
1763490_s_at	con1040	0
1761620_s_at	con1040	0
1760516_s_at	con1040	-1
1761944_s_at	con1040	0
1763198_s_at	con1040	0
1761873_s_at	con1040	0
1759502_s_at	con1040	0
1762151_s_at	con1040	0
1760453_s_at	con1040	0
1760164_s_at	con1040	0
1762105_s_at	con1040	0
1760894_s_at	con1040	0
1761434_s_at	con1040	0
1762880_s_at	con1040	0
1760951_s_at	con1040	0
1762787_s_at	con1040	0
1763138_s_at	con1040	0
1761145_s_at	con1040	0
1762983_s_at	con1040	0
1762401_s_at	con1040	0
1760594_s_at	con1040	0
1762388_s_at	con1040	-1
1763383_at	con1040	0
1762945_s_at	con1040	0
1762118_s_at	con1040	0
1759080_s_at	con1040	0
1763410_s_at	con1040	0
1762819_s_at	con1041	0
1761222_s_at	con1041	0
1761030_s_at	con1041	0
1759540_s_at	con1041	0
1763146_s_at	con1041	0
1759828_s_at	con1041	0
1761884_s_at	con1041	-1
1761553_s_at	con1041	2
1762701_s_at	con1041	0
1761189_s_at	con1041	0
1759302_s_at	con1041	0
1759829_s_at	con1041	0
1763491_s_at	con1041	0
1762633_s_at	con1041	0
1761245_s_at	con1041	0
1761277_s_at	con1041	1
1763426_s_at	con1041	0
1759781_s_at	con1041	0
1760088_s_at	con1041	0
1759906_s_at	con1041	0
1763132_s_at	con1041	0
1761160_s_at	con1041	0
1761128_at	con1041	0
1763490_s_at	con1041	0
1761620_s_at	con1041	0
1760516_s_at	con1041	-1
1761944_s_at	con1041	0
1763198_s_at	con1041	0
1761873_s_at	con1041	0
1759502_s_at	con1041	0
1762151_s_at	con1041	0
1760453_s_at	con1041	0
1760164_s_at	con1041	0
1762105_s_at	con1041	0
1760894_s_at	con1041	0
1761434_s_at	con1041	0
1762880_s_at	con1041	0
1760951_s_at	con1041	0
1762787_s_at	con1041	0
1763138_s_at	con1041	0
1761145_s_at	con1041	0
1762983_s_at	con1041	0
1762401_s_at	con1041	0
1760594_s_at	con1041	0
1762388_s_at	con1041	0
1763383_at	con1041	0
1762945_s_at	con1041	0
1762118_s_at	con1041	0
1759080_s_at	con1041	0
1763410_s_at	con1041	0
1762819_s_at	con109	0
1761222_s_at	con109	0
1761030_s_at	con109	0
1759540_s_at	con109	1
1763146_s_at	con109	0
1759828_s_at	con109	0
1761884_s_at	con109	-2
1761553_s_at	con109	1
1762701_s_at	con109	0
1761189_s_at	con109	0
1759302_s_at	con109	0
1759829_s_at	con109	0
1763491_s_at	con109	0
1762633_s_at	con109	0
1761245_s_at	con109	0
1761277_s_at	con109	0
1763426_s_at	con109	0
1759781_s_at	con109	0
1760088_s_at	con109	0
1759906_s_at	con109	0
1763132_s_at	con109	0
1761160_s_at	con109	0
1761128_at	con109	1
1763490_s_at	con109	0
1761620_s_at	con109	0
1760516_s_at	con109	0
1761944_s_at	con109	0
1763198_s_at	con109	0
1761873_s_at	con109	0
1759502_s_at	con109	0
1762151_s_at	con109	0
1760453_s_at	con109	0
1760164_s_at	con109	0
1762105_s_at	con109	0
1760894_s_at	con109	0
1761434_s_at	con109	0
1762880_s_at	con109	-1
1760951_s_at	con109	0
1762787_s_at	con109	0
1763138_s_at	con109	0
1761145_s_at	con109	0
1762983_s_at	con109	0
1762401_s_at	con109	1
1760594_s_at	con109	0
1762388_s_at	con109	-1
1763383_at	con109	0
1762945_s_at	con109	0
1762118_s_at	con109	1
1759080_s_at	con109	0
1763410_s_at	con109	0
1762819_s_at	con174	0
1761222_s_at	con174	0
1761030_s_at	con174	0
1759540_s_at	con174	1
1763146_s_at	con174	0
1759828_s_at	con174	0
1761884_s_at	con174	-1
1761553_s_at	con174	-1
1762701_s_at	con174	0
1761189_s_at	con174	0
1759302_s_at	con174	0
1759829_s_at	con174	1
1763491_s_at	con174	0
1762633_s_at	con174	0
1761245_s_at	con174	0
1761277_s_at	con174	-1
1763426_s_at	con174	-1
1759781_s_at	con174	1
1760088_s_at	con174	0
1759906_s_at	con174	0
1763132_s_at	con174	0
1761160_s_at	con174	0
1761128_at	con174	0
1763490_s_at	con174	0
1761620_s_at	con174	0
1760516_s_at	con174	1
1761944_s_at	con174	0
1763198_s_at	con174	0
1761873_s_at	con174	0
1759502_s_at	con174	-1
1762151_s_at	con174	0
1760453_s_at	con174	0
1760164_s_at	con174	0
1762105_s_at	con174	0
1760894_s_at	con174	0
1761434_s_at	con174	0
1762880_s_at	con174	0
1760951_s_at	con174	0
1762787_s_at	con174	0
1763138_s_at	con174	-1
1761145_s_at	con174	0
1762983_s_at	con174	0
1762401_s_at	con174	1
1760594_s_at	con174	0
1762388_s_at	con174	0
1763383_at	con174	0
1762945_s_at	con174	0
1762118_s_at	con174	0
1759080_s_at	con174	0
1763410_s_at	con174	0
1762819_s_at	con184	0
1761222_s_at	con184	0
1761030_s_at	con184	0
1759540_s_at	con184	1
1763146_s_at	con184	0
1759828_s_at	con184	0
1761884_s_at	con184	-2
1761553_s_at	con184	-1
1762701_s_at	con184	0
1761189_s_at	con184	0
1759302_s_at	con184	0
1759829_s_at	con184	0
1763491_s_at	con184	1
1762633_s_at	con184	0
1761245_s_at	con184	0
1761277_s_at	con184	0
1763426_s_at	con184	0
1759781_s_at	con184	1
1760088_s_at	con184	0
1759906_s_at	con184	0
1763132_s_at	con184	0
1761160_s_at	con184	0
1761128_at	con184	1
1763490_s_at	con184	1
1761620_s_at	con184	0
1760516_s_at	con184	1
1761944_s_at	con184	1
1763198_s_at	con184	0
1761873_s_at	con184	0
1759502_s_at	con184	0
1762151_s_at	con184	1
1760453_s_at	con184	0
1760164_s_at	con184	0
1762105_s_at	con184	1
1760894_s_at	con184	0
1761434_s_at	con184	-1
1762880_s_at	con184	-1
1760951_s_at	con184	0
1762787_s_at	con184	0
1763138_s_at	con184	0
1761145_s_at	con184	0
1762983_s_at	con184	0
1762401_s_at	con184	1
1760594_s_at	con184	0
1762388_s_at	con184	0
1763383_at	con184	0
1762945_s_at	con184	0
1762118_s_at	con184	0
1759080_s_at	con184	0
1763410_s_at	con184	0
1762819_s_at	con151	0
1761222_s_at	con151	0
1761030_s_at	con151	-1
1759540_s_at	con151	-1
1763146_s_at	con151	0
1759828_s_at	con151	0
1761884_s_at	con151	0
1761553_s_at	con151	0
1762701_s_at	con151	0
1761189_s_at	con151	-1
1759302_s_at	con151	0
1759829_s_at	con151	0
1763491_s_at	con151	-1
1762633_s_at	con151	0
1761245_s_at	con151	0
1761277_s_at	con151	-2
1763426_s_at	con151	0
1759781_s_at	con151	0
1760088_s_at	con151	0
1759906_s_at	con151	0
1763132_s_at	con151	0
1761160_s_at	con151	0
1761128_at	con151	0
1763490_s_at	con151	0
1761620_s_at	con151	-1
1760516_s_at	con151	0
1761944_s_at	con151	-2
1763198_s_at	con151	0
1761873_s_at	con151	-1
1759502_s_at	con151	0
1762151_s_at	con151	-1
1760453_s_at	con151	0
1760164_s_at	con151	0
1762105_s_at	con151	-2
1760894_s_at	con151	0
1761434_s_at	con151	-2
1762880_s_at	con151	0
1760951_s_at	con151	0
1762787_s_at	con151	0
1763138_s_at	con151	0
1761145_s_at	con151	-1
1762983_s_at	con151	-2
1762401_s_at	con151	0
1760594_s_at	con151	0
1762388_s_at	con151	0
1763383_at	con151	0
1762945_s_at	con151	-1
1762118_s_at	con151	0
1759080_s_at	con151	0
1763410_s_at	con151	0
1762819_s_at	con15	0
1761222_s_at	con15	0
1761030_s_at	con15	0
1759540_s_at	con15	0
1763146_s_at	con15	0
1759828_s_at	con15	0
1761884_s_at	con15	0
1761553_s_at	con15	0
1762701_s_at	con15	0
1761189_s_at	con15	0
1759302_s_at	con15	0
1759829_s_at	con15	0
1763491_s_at	con15	1
1762633_s_at	con15	0
1761245_s_at	con15	0
1761277_s_at	con15	0
1763426_s_at	con15	0
1759781_s_at	con15	0
1760088_s_at	con15	0
1759906_s_at	con15	0
1763132_s_at	con15	0
1761160_s_at	con15	0
1761128_at	con15	0
1763490_s_at	con15	0
1761620_s_at	con15	0
1760516_s_at	con15	0
1761944_s_at	con15	0
1763198_s_at	con15	0
1761873_s_at	con15	0
1759502_s_at	con15	0
1762151_s_at	con15	1
1760453_s_at	con15	0
1760164_s_at	con15	0
1762105_s_at	con15	0
1760894_s_at	con15	0
1761434_s_at	con15	0
1762880_s_at	con15	0
1760951_s_at	con15	0
1762787_s_at	con15	0
1763138_s_at	con15	0
1761145_s_at	con15	0
1762983_s_at	con15	0
1762401_s_at	con15	0
1760594_s_at	con15	0
1762388_s_at	con15	0
1763383_at	con15	0
1762945_s_at	con15	1
1762118_s_at	con15	0
1759080_s_at	con15	0
1763410_s_at	con15	0
1762819_s_at	con108	0
1761222_s_at	con108	0
1761030_s_at	con108	0
1759540_s_at	con108	0
1763146_s_at	con108	0
1759828_s_at	con108	0
1761884_s_at	con108	-1
1761553_s_at	con108	1
1762701_s_at	con108	0
1761189_s_at	con108	0
1759302_s_at	con108	0
1759829_s_at	con108	0
1763491_s_at	con108	1
1762633_s_at	con108	0
1761245_s_at	con108	0
1761277_s_at	con108	0
1763426_s_at	con108	0
1759781_s_at	con108	0
1760088_s_at	con108	0
1759906_s_at	con108	0
1763132_s_at	con108	0
1761160_s_at	con108	0
1761128_at	con108	0
1763490_s_at	con108	0
1761620_s_at	con108	0
1760516_s_at	con108	0
1761944_s_at	con108	0
1763198_s_at	con108	-1
1761873_s_at	con108	1
1759502_s_at	con108	0
1762151_s_at	con108	0
1760453_s_at	con108	0
1760164_s_at	con108	0
1762105_s_at	con108	0
1760894_s_at	con108	0
1761434_s_at	con108	0
1762880_s_at	con108	0
1760951_s_at	con108	1
1762787_s_at	con108	0
1763138_s_at	con108	0
1761145_s_at	con108	0
1762983_s_at	con108	0
1762401_s_at	con108	0
1760594_s_at	con108	0
1762388_s_at	con108	-1
1763383_at	con108	0
1762945_s_at	con108	0
1762118_s_at	con108	0
1759080_s_at	con108	0
1763410_s_at	con108	0
1762819_s_at	con192	0
1761222_s_at	con192	-1
1761030_s_at	con192	1
1759540_s_at	con192	0
1763146_s_at	con192	-1
1759828_s_at	con192	1
1761884_s_at	con192	0
1761553_s_at	con192	-1
1762701_s_at	con192	0
1761189_s_at	con192	0
1759302_s_at	con192	1
1759829_s_at	con192	0
1763491_s_at	con192	2
1762633_s_at	con192	0
1761245_s_at	con192	1
1761277_s_at	con192	-1
1763426_s_at	con192	0
1759781_s_at	con192	0
1760088_s_at	con192	2
1759906_s_at	con192	1
1763132_s_at	con192	-1
1761160_s_at	con192	0
1761128_at	con192	1
1763490_s_at	con192	0
1761620_s_at	con192	1
1760516_s_at	con192	1
1761944_s_at	con192	0
1763198_s_at	con192	-1
1761873_s_at	con192	2
1759502_s_at	con192	2
1762151_s_at	con192	3
1760453_s_at	con192	0
1760164_s_at	con192	0
1762105_s_at	con192	0
1760894_s_at	con192	0
1761434_s_at	con192	1
1762880_s_at	con192	-1
1760951_s_at	con192	1
1762787_s_at	con192	0
1763138_s_at	con192	-1
1761145_s_at	con192	0
1762983_s_at	con192	0
1762401_s_at	con192	1
1760594_s_at	con192	1
1762388_s_at	con192	0
1763383_at	con192	1
1762945_s_at	con192	1
1762118_s_at	con192	2
1759080_s_at	con192	0
1763410_s_at	con192	1
1762819_s_at	con1033	-1
1761222_s_at	con1033	0
1761030_s_at	con1033	0
1759540_s_at	con1033	0
1763146_s_at	con1033	0
1759828_s_at	con1033	-1
1761884_s_at	con1033	0
1761553_s_at	con1033	-2
1762701_s_at	con1033	0
1761189_s_at	con1033	0
1759302_s_at	con1033	0
1759829_s_at	con1033	0
1763491_s_at	con1033	0
1762633_s_at	con1033	0
1761245_s_at	con1033	2
1761277_s_at	con1033	0
1763426_s_at	con1033	0
1759781_s_at	con1033	0
1760088_s_at	con1033	0
1759906_s_at	con1033	0
1763132_s_at	con1033	1
1761160_s_at	con1033	0
1761128_at	con1033	1
1763490_s_at	con1033	-1
1761620_s_at	con1033	3
1760516_s_at	con1033	0
1761944_s_at	con1033	0
1763198_s_at	con1033	0
1761873_s_at	con1033	4
1759502_s_at	con1033	-1
1762151_s_at	con1033	1
1760453_s_at	con1033	0
1760164_s_at	con1033	0
1762105_s_at	con1033	0
1760894_s_at	con1033	1
1761434_s_at	con1033	0
1762880_s_at	con1033	1
1760951_s_at	con1033	1
1762787_s_at	con1033	0
1763138_s_at	con1033	1
1761145_s_at	con1033	1
1762983_s_at	con1033	-1
1762401_s_at	con1033	2
1760594_s_at	con1033	-1
1762388_s_at	con1033	0
1763383_at	con1033	0
1762945_s_at	con1033	1
1762118_s_at	con1033	-1
1759080_s_at	con1033	-1
1763410_s_at	con1033	-1
1762819_s_at	con199	-1
1761222_s_at	con199	0
1761030_s_at	con199	-1
1759540_s_at	con199	-1
1763146_s_at	con199	0
1759828_s_at	con199	0
1761884_s_at	con199	-1
1761553_s_at	con199	-3
1762701_s_at	con199	0
1761189_s_at	con199	0
1759302_s_at	con199	-1
1759829_s_at	con199	0
1763491_s_at	con199	3
1762633_s_at	con199	0
1761245_s_at	con199	2
1761277_s_at	con199	-8
1763426_s_at	con199	0
1759781_s_at	con199	0
1760088_s_at	con199	0
1759906_s_at	con199	0
1763132_s_at	con199	0
1761160_s_at	con199	-1
1761128_at	con199	0
1763490_s_at	con199	2
1761620_s_at	con199	-5
1760516_s_at	con199	2
1761944_s_at	con199	-4
1763198_s_at	con199	0
1761873_s_at	con199	-3
1759502_s_at	con199	0
1762151_s_at	con199	0
1760453_s_at	con199	0
1760164_s_at	con199	0
1762105_s_at	con199	-5
1760894_s_at	con199	1
1761434_s_at	con199	-4
1762880_s_at	con199	1
1760951_s_at	con199	1
1762787_s_at	con199	2
1763138_s_at	con199	0
1761145_s_at	con199	0
1762983_s_at	con199	-4
1762401_s_at	con199	0
1760594_s_at	con199	0
1762388_s_at	con199	0
1763383_at	con199	-1
1762945_s_at	con199	-1
1762118_s_at	con199	-1
1759080_s_at	con199	0
1763410_s_at	con199	-1
1762819_s_at	con1032	-1
1761222_s_at	con1032	0
1761030_s_at	con1032	0
1759540_s_at	con1032	0
1763146_s_at	con1032	0
1759828_s_at	con1032	0
1761884_s_at	con1032	0
1761553_s_at	con1032	-3
1762701_s_at	con1032	0
1761189_s_at	con1032	0
1759302_s_at	con1032	0
1759829_s_at	con1032	0
1763491_s_at	con1032	0
1762633_s_at	con1032	0
1761245_s_at	con1032	1
1761277_s_at	con1032	0
1763426_s_at	con1032	0
1759781_s_at	con1032	-1
1760088_s_at	con1032	0
1759906_s_at	con1032	0
1763132_s_at	con1032	0
1761160_s_at	con1032	0
1761128_at	con1032	0
1763490_s_at	con1032	0
1761620_s_at	con1032	3
1760516_s_at	con1032	0
1761944_s_at	con1032	0
1763198_s_at	con1032	0
1761873_s_at	con1032	3
1759502_s_at	con1032	0
1762151_s_at	con1032	1
1760453_s_at	con1032	0
1760164_s_at	con1032	0
1762105_s_at	con1032	0
1760894_s_at	con1032	2
1761434_s_at	con1032	-1
1762880_s_at	con1032	0
1760951_s_at	con1032	2
1762787_s_at	con1032	0
1763138_s_at	con1032	0
1761145_s_at	con1032	0
1762983_s_at	con1032	-1
1762401_s_at	con1032	1
1760594_s_at	con1032	0
1762388_s_at	con1032	0
1763383_at	con1032	0
1762945_s_at	con1032	1
1762118_s_at	con1032	0
1759080_s_at	con1032	0
1763410_s_at	con1032	0
1762819_s_at	con185	0
1761222_s_at	con185	0
1761030_s_at	con185	0
1759540_s_at	con185	0
1763146_s_at	con185	0
1759828_s_at	con185	0
1761884_s_at	con185	0
1761553_s_at	con185	0
1762701_s_at	con185	0
1761189_s_at	con185	0
1759302_s_at	con185	0
1759829_s_at	con185	1
1763491_s_at	con185	1
1762633_s_at	con185	0
1761245_s_at	con185	0
1761277_s_at	con185	0
1763426_s_at	con185	0
1759781_s_at	con185	0
1760088_s_at	con185	1
1759906_s_at	con185	0
1763132_s_at	con185	0
1761160_s_at	con185	0
1761128_at	con185	0
1763490_s_at	con185	0
1761620_s_at	con185	2
1760516_s_at	con185	0
1761944_s_at	con185	0
1763198_s_at	con185	0
1761873_s_at	con185	3
1759502_s_at	con185	0
1762151_s_at	con185	1
1760453_s_at	con185	0
1760164_s_at	con185	0
1762105_s_at	con185	0
1760894_s_at	con185	-1
1761434_s_at	con185	0
1762880_s_at	con185	0
1760951_s_at	con185	-1
1762787_s_at	con185	1
1763138_s_at	con185	0
1761145_s_at	con185	0
1762983_s_at	con185	0
1762401_s_at	con185	0
1760594_s_at	con185	-1
1762388_s_at	con185	0
1763383_at	con185	0
1762945_s_at	con185	0
1762118_s_at	con185	0
1759080_s_at	con185	0
1763410_s_at	con185	1
1762819_s_at	con17	0
1761222_s_at	con17	0
1761030_s_at	con17	0
1759540_s_at	con17	0
1763146_s_at	con17	0
1759828_s_at	con17	0
1761884_s_at	con17	0
1761553_s_at	con17	-1
1762701_s_at	con17	0
1761189_s_at	con17	0
1759302_s_at	con17	2
1759829_s_at	con17	0
1763491_s_at	con17	0
1762633_s_at	con17	0
1761245_s_at	con17	0
1761277_s_at	con17	-1
1763426_s_at	con17	0
1759781_s_at	con17	0
1760088_s_at	con17	1
1759906_s_at	con17	2
1763132_s_at	con17	0
1761160_s_at	con17	1
1761128_at	con17	0
1763490_s_at	con17	0
1761620_s_at	con17	0
1760516_s_at	con17	0
1761944_s_at	con17	0
1763198_s_at	con17	0
1761873_s_at	con17	0
1759502_s_at	con17	2
1762151_s_at	con17	0
1760453_s_at	con17	0
1760164_s_at	con17	0
1762105_s_at	con17	0
1760894_s_at	con17	0
1761434_s_at	con17	0
1762880_s_at	con17	0
1760951_s_at	con17	0
1762787_s_at	con17	0
1763138_s_at	con17	0
1761145_s_at	con17	1
1762983_s_at	con17	0
1762401_s_at	con17	0
1760594_s_at	con17	0
1762388_s_at	con17	0
1763383_at	con17	0
1762945_s_at	con17	0
1762118_s_at	con17	0
1759080_s_at	con17	2
1763410_s_at	con17	0
